,rocket,success,flight_number,date_utc,flight,gridfins,legs,reused_x,landing_attempt,landing_success,landing_type,landpad,launchpad_name,launch_latitude,launch_longitude,launch_attempts,launch_successes,block,reuse_count,rtls_attempts,rtls_landings,asds_attempts,asds_landings,serial,PayloadType,PayloadMass,mass_lbs,orbit,landpad_name,landpad_type,landpad_latitude,landpad_longitude,landing_attempts,landing_successes
152,Falcon 9,True,46,2017-08-24T18:50:00.000Z,1,True,True,False,True,True,ASDS,5e9e3033383ecbb9e534e7cc,VAFB SLC 4E,34.632093,-120.610829,28,27,3.0,1,0,0,1,1,B1038,Satellite,475.0,1047.0,SSO,JRTI,ASDS,28.4104,-80.6188,38.0,37.0
153,Falcon 9,True,48,2017-10-09T12:37:00.000Z,1,True,True,False,True,True,ASDS,5e9e3033383ecbb9e534e7cc,VAFB SLC 4E,34.632093,-120.610829,28,27,4.0,1,0,0,1,1,B1041,Satellite,9600.0,21164.4,PO,JRTI,ASDS,28.4104,-80.6188,38.0,37.0
154,Falcon 9,True,58,2018-03-30T14:13:51.000Z,2,True,True,True,False,,,,VAFB SLC 4E,34.632093,-120.610829,28,27,4.0,1,0,0,1,1,B1041,Satellite,9600.0,21164.38,PO,,,,,,
155,Falcon 9,True,157,2022-04-17T13:13:00.000Z,2,True,True,True,True,True,RTLS,5e9e3032383ecb554034e7c9,VAFB SLC 4E,34.632093,-120.610829,28,27,5.0,3,3,3,1,1,B1071,Satellite,,,LEO,LZ-4,RTLS,34.632989,-120.615167,6.0,6.0
156,Falcon 9,True,168,2022-06-18T14:19:00.000Z,3,True,True,True,True,True,RTLS,5e9e3032383ecb554034e7c9,VAFB SLC 4E,34.632093,-120.610829,28,27,5.0,3,3,3,1,1,B1071,Satellite,2200.0,4850.17,SSO,LZ-4,RTLS,34.632989,-120.615167,6.0,6.0
157,Falcon 9,True,175,2022-07-21T17:13:00.000Z,4,True,True,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,VAFB SLC 4E,34.632093,-120.610829,28,27,5.0,3,3,3,1,1,B1071,Satellite,13260.0,29233.0,VLEO,OCISLY,ASDS,33.7291858,-118.262015,61.0,54.0
158,Falcon 9,True,36,2017-02-19T14:39:00.000Z,1,True,True,False,True,True,RTLS,5e9e3032383ecb267a34e7c7,KSC LC 39A,28.6080585,-80.6039558,54,54,3.0,1,1,1,1,1,B1031,Dragon 1.1,2490.0,5490.0,ISS,LZ-1,RTLS,28.485833,-80.544444,21.0,20.0
159,Falcon 9,True,49,2017-10-11T22:53:00.000Z,2,True,True,True,True,True,ASDS,5e9e3032383ecb6bb234e7ca,KSC LC 39A,28.6080585,-80.6039558,54,54,3.0,1,1,1,1,1,B1031,Satellite,5200.0,11464.0,GTO,OCISLY,ASDS,33.7291858,-118.262015,61.0,54.0
160,Falcon 9,True,37,2017-03-16T06:00:00.000Z,1,False,False,False,False,,,,KSC LC 39A,28.6080585,-80.6039558,54,54,3.0,0,0,0,0,0,B1030,Satellite,5600.0,12399.0,GTO,,,,,,
161,Falcon 9,True,40,2017-05-15T23:21:00.000Z,1,False,False,False,False,,,,KSC LC 39A,28.6080585,-80.6039558,54,54,3.0,0,0,0,0,0,B1034,Satellite,6070.0,13380.0,GTO,,,,,,
162,Falcon 9,True,44,2017-07-05T23:35:00.000Z,1,False,False,False,False,,,,KSC LC 39A,28.6080585,-80.6039558,54,54,3.0,0,0,0,0,0,B1037,Satellite,6761.0,14905.45,GTO,,,,,,
163,Falcon 9,True,50,2017-10-30T19:34:00.000Z,1,True,True,False,True,True,ASDS,5e9e3032383ecb6bb234e7ca,KSC LC 39A,28.6080585,-80.6039558,54,54,4.0,0,0,0,1,1,B1042,Satellite,3700.0,8157.104,GTO,OCISLY,ASDS,33.7291858,-118.262015,61.0,54.0
164,Falcon 9,True,143,2021-12-21T10:06:00.000Z,1,True,True,False,True,True,ASDS,5e9e3033383ecbb9e534e7cc,KSC LC 39A,28.6080585,-80.6039558,54,54,5.0,1,0,0,2,2,B1069,Dragon 2.0,,,ISS,JRTI,ASDS,28.4104,-80.6188,38.0,37.0
165,Falcon 9,True,181,2022-08-28T02:22:00.000Z,2,True,True,True,True,True,ASDS,5e9e3033383ecb075134e7cd,KSC LC 39A,28.6080585,-80.6039558,54,54,5.0,1,0,0,2,2,B1069,Satellite,13260.0,29233.0,VLEO,ASOG,ASDS,33.7291858,-118.262015,21.0,21.0
